,Case_No,Days_of_Mon,Time_occured(24hr),Areas,Zip_Codes,Crimes,Weapons
6194,220807892,6,0300,West LA,90025,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",
6195,221907904,5,1940,Mission,91402,CRIMINAL THREATS - NO WEAPON DISPLAYED,VERBAL THREAT
6196,222107728,5,1600,Topanga,91367,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),
6197,221707424,5,1800,Devonshire,91311,VEHICLE - STOLEN,
6198,220109767,6,1839,Central,90014,ROBBERY,HAND GUN
6199,221408838,5,2200,Pacific,90230,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),
6200,221408832,5,1900,Pacific,90293,BIKE - STOLEN,
6201,220208400,6,1730,Rampart,90004,INTIMATE PARTNER - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
6202,221408834,5,1730,Pacific,90045,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),
6203,220208450,6,2100,Rampart,90029,ROBBERY,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
6204,221107547,5,1345,Northeast,90065,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",
6205,222008109,5,1200,Olympic,90006,BATTERY WITH SEXUAL CONTACT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
6206,221408842,4,1500,Pacific,90094,BIKE - STOLEN,
6207,221507914,6,0020,N Hollywood,91605,VEHICLE - STOLEN,
6208,221007641,2,2000,West Valley,91335,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
6209,221607069,5,0130,Foothill,91342,VEHICLE - STOLEN,
6210,220608472,5,1250,Hollywood,90038,THEFT OF IDENTITY,
6211,220109743,5,2100,Central,90015,BRANDISH WEAPON,VERBAL THREAT
6212,220507603,5,2350,Harbor,90744,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",CLUB/BAT
6213,221707439,6,0445,Devonshire,91324,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),
6214,221107551,5,2355,Northeast,90027,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",OTHER KNIFE
6215,221707429,5,1200,Devonshire,91343,BRANDISH WEAPON,VERBAL THREAT
6216,221309212,6,1330,Newton,90015,THEFT PLAIN - PETTY ($950 & UNDER),
6217,222107725,6,0640,Topanga,91304,BURGLARY,UNKNOWN WEAPON/OTHER WEAPON
6218,221309145,6,0850,Newton,90021,VEHICLE - STOLEN,
6219,220907663,5,1600,Van Nuys,91411,BURGLARY FROM VEHICLE,
6220,221209390,6,0040,77th Street,90044,SHOTS FIRED AT INHABITED DWELLING,UNKNOWN FIREARM
6221,221907940,5,1400,Mission,91342,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
6222,221607053,5,1600,Foothill,91352,BURGLARY FROM VEHICLE,
6223,221209391,6,0040,77th Street,90044,SHOTS FIRED AT INHABITED DWELLING,UNKNOWN FIREARM
6224,221007647,6,0950,West Valley,91335,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),
6225,221607040,5,1600,Foothill,91042,BURGLARY,
6226,221209388,6,0110,77th Street,90047,ROBBERY,VERBAL THREAT
6227,221309121,5,1900,Newton,90011,VEHICLE - STOLEN,
6228,220807882,6,1330,West LA,90025,"THEFT, PERSON","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
6229,220208382,6,0500,Rampart,90026,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),
6230,221408799,5,2230,Pacific,90045,VEHICLE - STOLEN,
6231,220707667,6,0800,Wilshire,90019,INTIMATE PARTNER - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
6232,221000635,6,2005,West Valley,91356,"BURGLARY, ATTEMPTED",
6233,221507920,4,2100,N Hollywood,91602,VEHICLE - STOLEN,
6234,220608444,6,0405,Hollywood,90028,THEFT PLAIN - PETTY ($950 & UNDER),
6235,221700682,6,0930,Devonshire,91343,BRANDISH WEAPON,KITCHEN KNIFE
6236,221508182,1,1646,N Hollywood,91604,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),
6237,221408817,5,2200,Pacific,90034,VEHICLE - STOLEN,
6238,220109742,3,2000,Central,90014,VEHICLE - STOLEN,
6239,220109746,6,0743,Central,90015,VEHICLE - ATTEMPT STOLEN,
6240,221908217,3,1203,Mission,91342,THEFT OF IDENTITY,
6241,220507597,5,2200,Harbor,90731,VEHICLE - STOLEN,
6242,221707423,6,1230,Devonshire,91311,VEHICLE - STOLEN,
6243,221007611,6,0500,West Valley,91316,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",
6244,220507654,6,0915,Harbor,90744,INDECENT EXPOSURE,
6245,221508221,4,2158,N Hollywood,91601,THEFT OF IDENTITY,
6246,220109768,6,0720,Central,90014,VIOLATION OF COURT ORDER,
6247,220608384,5,1730,Hollywood,90068,VEHICLE - STOLEN,
6248,220308688,6,0020,Southwest,90037,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",SEMI-AUTOMATIC PISTOL
6249,220608390,6,0930,Hollywood,90028,TRESPASSING,
6250,220109740,6,1050,Central,90012,"THEFT, PERSON",
6251,221209907,5,0001,77th Street,90037,THEFT OF IDENTITY,
6252,222000652,6,1845,Olympic,90006,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",
6253,222107770,6,2230,Topanga,91306,VIOLATION OF RESTRAINING ORDER,
6254,220308669,5,1700,Southwest,90008,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
6255,221409352,6,1755,Pacific,90292,BURGLARY FROM VEHICLE,
6256,220507655,6,1915,Harbor,90731,VIOLATION OF RESTRAINING ORDER,
6257,222008125,6,1225,Olympic,90006,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",RIFLE
6258,220507652,6,1500,Harbor,90744,BATTERY - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
6259,221309153,4,0200,Newton,90007,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),
6260,221507938,6,0930,N Hollywood,91601,SHOPLIFTING - PETTY THEFT ($950 & UNDER),
6261,221707403,5,2030,Devonshire,91344,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),
6262,221007620,5,1900,West Valley,91335,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),
6263,221507968,6,1430,N Hollywood,91602,BRANDISH WEAPON,KNIFE WITH BLADE 6INCHES OR LESS
6264,220707707,5,2000,Wilshire,90020,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",
6265,222008126,6,1225,Olympic,90006,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",RIFLE
6266,221209457,3,1200,77th Street,90044,SEXUAL PENETRATION W/FOREIGN OBJECT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
